grid_season,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,grid_name,season,village
agriculture_1_Andatsakala,-0.9160653582255983,0.11177152265655405,0.04924543254751679,-1.891985024563906,-0.13125704754401102,0.21533937577330564,0.40392767150850944,0.05079085363970326,agriculture,1,Andatsakala
agriculture_1_Mandena,1.51731707801966,-0.2672893494002554,0.748716529422111,0.430412160271184,-0.004314170361061409,-0.03194248597466221,-0.030605624813785648,-0.07864081715595628,agriculture,1,Mandena
agriculture_1_Sarahandrano,1.948589935528717,1.0283113031841697,-0.4092382056274991,0.03291953592315475,-0.13140736557489474,-0.08385522440099771,0.003874348608630729,0.06317339695595728,agriculture,1,Sarahandrano
agriculture_2_Andatsakala,0.017160475772298178,-0.704469579537622,0.8294206226304717,-1.1147112855169503,-0.16353706674496288,0.33201224933165474,0.1557955427178599,0.03318184058077625,agriculture,2,Andatsakala
agriculture_2_Mandena,1.657294683673304,-0.08552343271663652,0.5404065327397037,0.03240130245289857,0.11735902018590516,-0.055915604498211736,-0.11006396303939572,-0.09077908790014147,agriculture,2,Mandena
agriculture_2_Sarahandrano,1.9574231576120789,0.7379477416579584,-0.14691000955550682,0.3311758930975726,-0.3593656335961346,0.035986611280616164,-0.019711648959294364,0.0064390973835021445,agriculture,2,Sarahandrano
agriculture_3_Andatsakala,-0.15908713423928433,-0.20210386531202637,0.30451843300670356,-1.4112308356203915,0.0796285213884414,0.24162360223588109,0.1478806582767313,0.07258409147885211,agriculture,3,Andatsakala
agriculture_3_Mandena,1.7705263884293487,-0.40827235526380684,0.8776341964644708,0.22290268939086355,-0.03886468168751095,0.0021553140270059376,-0.10497898141520695,-0.11609338316985504,agriculture,3,Mandena
agriculture_3_Sarahandrano,2.050470080215959,0.4727323226952837,0.13020315759223658,0.48771833714659596,-0.48774076252689824,0.08370575737307764,-0.015533120581156606,-0.014362649599001596,agriculture,3,Sarahandrano
agroforest_1_Andatsakala,0.8212677014035066,-0.3901600929623647,-0.19659595181451664,-0.8362946779941107,1.084139384591334,0.07455226960125763,0.22991361868653348,-0.029832040087018168,agroforest,1,Andatsakala
agroforest_1_Mandena,1.1755982270726568,0.06551809128711818,-0.47554427950210987,-0.2657158578710441,0.40248824916602777,0.29541046735538534,0.3243223201060193,0.2435926051615504,agroforest,1,Mandena
agroforest_1_Sarahandrano,1.0663492153462424,-0.1070321028731097,-0.18114370596696058,-0.8537618258517361,0.8363916082672457,-0.3855923963092695,-0.18210320241763558,-0.35305739734579394,agroforest,1,Sarahandrano
agroforest_2_Andatsakala,1.3721708578835226,0.061691720391289104,-0.053725405959205,-0.44947981297946116,0.542963660540601,0.05048960819083006,0.08261774428065377,-0.02729585301116797,agroforest,2,Andatsakala
agroforest_2_Mandena,1.731057170013425,0.36007041635162085,-0.16053643050186964,0.055038185676210105,-0.03133525523522618,0.1015195254579275,0.14716773938394312,0.11753359950733078,agroforest,2,Mandena
agroforest_2_Sarahandrano,0.9615810165665694,-0.06448512749904797,-0.26656521371914577,-0.6934568920068241,0.7077101516427701,-0.11478291148237299,-0.14974786317296196,-0.17832510397411758,agroforest,2,Sarahandrano
agroforest_3_Andatsakala,1.651311625695163,-0.7339545364967349,0.7776140954840252,0.02014751916760904,0.15783827374830994,0.1936470464682146,0.09515332941506693,-0.08970109395867923,agroforest,3,Andatsakala
agroforest_3_Mandena,1.7591189403225314,0.2800848138073221,-0.07696261818747083,0.10224939896083618,-0.07005156396037715,0.11591101396200318,0.14842793048211161,0.11126005676657569,agroforest,3,Mandena
agroforest_3_Sarahandrano,1.0057110390636934,-0.06714730797530241,-0.21018709170880853,-0.6939071542249595,0.7140511467572878,-0.04168193052099604,-0.13519811023970513,-0.18421303205355563,agroforest,3,Sarahandrano
brushy_regrowth_1_Andatsakala,2.7592612120119004,0.1342372092129669,0.8807169073005127,0.09495622603291598,-0.36010326523643454,-0.46052980807066357,-0.09273068527359313,0.08092050907882864,brushy_regrowth,1,Andatsakala
brushy_regrowth_1_Mandena,-1.8022136870355099,-0.9693058590889488,-1.5162662330996994,0.41398638043353175,0.531103771979418,0.9883624876695849,-0.04004344938066401,0.007126449155591054,brushy_regrowth,1,Mandena
brushy_regrowth_1_Sarahandrano,2.17131576403623,-0.30535644957185115,0.7841596018663346,0.43844005217112514,-0.4194879174310564,0.13109786322040753,0.034694142640246506,0.014253445909120262,brushy_regrowth,1,Sarahandrano
brushy_regrowth_2_Andatsakala,2.784369111762154,0.06267114377859452,0.9554934762133956,0.1371978379191603,-0.39474417304314857,-0.44765321309333267,-0.0916031458699687,0.07530733925815303,brushy_regrowth,2,Andatsakala
brushy_regrowth_2_Mandena,-0.07967173455325213,-2.344331953085176,0.9139450642560317,0.43551001151304264,0.1985807032187802,0.8062758552498805,-0.10462185532195836,0.03053027731596048,brushy_regrowth,2,Mandena
brushy_regrowth_2_Sarahandrano,2.132931642429187,-0.3644696630149763,0.8001334270054644,0.30755366882740465,-0.3029952278006093,0.09741476012178427,0.02235462106989572,-0.010477062546571679,brushy_regrowth,2,Sarahandrano
brushy_regrowth_3_Andatsakala,2.8183386231889673,-0.03415353298555655,1.0566617753308256,0.19434825400054967,-0.44161128360517343,-0.4302319375357674,-0.09007765138271207,0.06771305067723898,brushy_regrowth,3,Andatsakala
brushy_regrowth_3_Mandena,0.031098411403748,-2.6600645947074075,1.2438416918128687,0.6218700639523562,0.04575316877739494,0.8630843625028108,-0.09964741677655631,0.005766292812979849,brushy_regrowth,3,Mandena
brushy_regrowth_3_Sarahandrano,2.0934930418698645,-0.22851564600578578,0.6621070503545795,0.20501238768686397,-0.22280927637673675,0.05733871094808509,0.01907229994510823,0.00703458579748293,brushy_regrowth,3,Sarahandrano
flooded_rice_1_Andatsakala,1.8165280156673878,1.5763462297972055,-0.900819382348323,0.12883880212005083,-0.199357183188981,-0.024888319076464126,-0.00866410190524286,-0.002047847110856524,flooded_rice,1,Andatsakala
flooded_rice_1_Mandena,1.5225975750684864,-0.020483510051677575,0.1290720638627407,-0.6865279713036371,0.6058131280745249,-0.16595304256895957,-0.04394453615328489,0.11538859295231974,flooded_rice,1,Mandena
flooded_rice_1_Sarahandrano,1.5646612634331865,1.8850559032230545,-1.3136749304982587,0.23752518115048968,-0.2265221099150101,0.14803095443612363,0.021570043024111196,-0.04227987177923633,flooded_rice,1,Sarahandrano
flooded_rice_2_Andatsakala,2.441592243764962,0.3693164492276887,0.48715855777168526,0.4327842876988421,-0.5356273108888276,-0.1285343148923515,-0.038933539103033016,-0.00622181819149787,flooded_rice,2,Andatsakala
flooded_rice_2_Mandena,1.938855254454369,0.1670696327671835,0.2869735582224624,-0.02969460537898977,-0.02482274765580378,-0.07300769624140044,-0.030121817938460027,0.03343954129971586,flooded_rice,2,Mandena
flooded_rice_2_Sarahandrano,1.322000713149425,1.962926590582705,-1.5304843671038204,0.6279140136721106,-0.4537190920225441,0.47671624355358033,0.0729900754435327,-0.13283996987544247,flooded_rice,2,Sarahandrano
flooded_rice_3_Andatsakala,1.9377111576005634,1.8055491545625966,-1.0135045458035283,-0.41494688417510206,0.15956816244787433,-0.38694990232957027,-0.06156170733067298,0.10642679575872743,flooded_rice,3,Andatsakala
flooded_rice_3_Mandena,1.832951597003433,0.4294003227860091,0.07181165981794416,-0.13887876479021527,0.12330513114212716,-0.13229392884089278,-0.015438924495591477,0.05566819949945465,flooded_rice,3,Mandena
flooded_rice_3_Sarahandrano,1.326431518987705,1.9502972849178155,-1.517288502001547,0.6353684157696832,-0.45983219340019954,0.4789885838436976,0.07318905298534878,-0.1338305292555617,flooded_rice,3,Sarahandrano
secondary_forest_1_Andatsakala,-1.6110658102305426,-1.8444827180350802,-0.5979437259608821,0.10006301438336528,0.10770025457028178,-1.080575087520439,0.12908036119099808,0.10362444696455124,secondary_forest,1,Andatsakala
secondary_forest_1_Mandena,-2.203335111071703,-0.08487062979547981,-0.22895966756542108,0.20105295887246954,0.5581621495224642,0.2988878386579051,-0.6327158306992079,0.10810842513724768,secondary_forest,1,Mandena
secondary_forest_1_Sarahandrano,-1.1231755243767712,-1.2921442162326802,-1.6013289342034474,0.44680500350211716,0.3158586285666478,0.20954800860018127,0.4448243055038103,0.23019549246999413,secondary_forest,1,Sarahandrano
secondary_forest_2_Andatsakala,-1.5958232268627262,-1.3851679990023988,-0.8416044909079589,0.4892342162887466,-0.025679988797135206,-0.6027187706608013,-0.006296882688825993,8.334641101363349e-4,secondary_forest,2,Andatsakala
secondary_forest_2_Mandena,-1.8179316388117195,-0.22420956530351513,-0.501205938434319,-0.2643719395422534,0.43458134833610756,-0.00785612803221004,-0.6199161693218029,0.09290733535459805,secondary_forest,2,Mandena
secondary_forest_2_Sarahandrano,-1.0525346379311369,-1.8845125934629166,-1.126940760071363,0.6234623736946701,0.1252152968756456,-0.3846075878340253,0.2319272687174243,-0.059916999428144845,secondary_forest,2,Sarahandrano
secondary_forest_3_Andatsakala,-1.6253619324512596,-1.300972627903137,-0.9295769249231154,0.4395382023049297,0.015074020387234155,-0.6178677059282494,-0.007623399634266538,0.007437193310931163,secondary_forest,3,Andatsakala
secondary_forest_3_Mandena,-1.8847926293415684,-0.15624756713743213,-0.6403248518772636,-0.3067991054440957,0.46874889921420254,-0.09518423563828558,-0.6196390855611775,0.09869130056877867,secondary_forest,3,Mandena
secondary_forest_3_Sarahandrano,-0.8413328929731231,-2.4865094968226384,-0.49793785686299286,0.9787888736789614,-0.16617586879259583,-0.2762927006717714,0.24141186487732424,-0.10713366321382795,secondary_forest,3,Sarahandrano
semi-intact_forest_1_Andatsakala,-5.114593683237283,2.0482009405698913,1.177251559589143,-0.25110543639351923,-0.5867717637708565,0.06725617499772349,0.11120795751185408,0.17204437807115297,semi-intact_forest,1,Andatsakala
